road,direction,mode,total_uses,00:00–01:00,01:00–02:00,03:00–04:00,07:00–08:00,08:00–09:00,09:00–10:00,10:00–11:00,11:00–12:00,12:00–13:00,13:00–14:00,14:00–15:00,15:00–16:00,16:00–17:00,17:00–18:00,18:00–19:00,19:00–20:00,20:00–21:00,21:00–22:00,22:00–23:00,23:00–00:00
Rondweg Volkel,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oosterslagenweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Langewijk,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Meester Pieterswijk,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Barsweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Posthoornweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Prins Bernhardpark,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mommersdonk,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abendonk,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ertveldweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Magistratenlaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Drongelens pad,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nelson Mandela-laan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zandzuigerstraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Leeuwensteinlaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burgemeester Termeerstraat,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loenenseweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Euterpelaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rotonde 't Kruispunt,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nistelrodeseweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Van Karnebeekstraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Doctor Saal van Zwanenbergsingel,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Catharinadal,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkelseweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oeffeltseweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bosweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rotonde N264 N277,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brem,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Diekendaal,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nieuw Erf,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N264,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hapseweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Heescheweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kerkweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
De Omloop,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nieuwe Hescheweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hescheweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gerbrandylaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Julianasingel,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Oude Enschedeseweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Smitterijweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Leemdijk,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Waggelmanweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A77,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Schaafsebosweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gennep-Autoweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nieuwedijk,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lippstadt-singel,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kanaal Zuid,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rhenoyseweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Koenderseweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Diefdijk,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Leerdamseweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hooglandse Tiendweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N327,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Provincialeweg West,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zuid-Hollandweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Spoorstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Waldeck Pyrmontstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hastelweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bergweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oldenzaalsestraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Enschedesestraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N254,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Endebleken,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Oosterhoutseweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wethouder van Dijklaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
De Vliert,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Julianalaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Spinderspad,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IJpelareweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burgemeester Letschertweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galgeneindsestraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bos en Beemdweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tol,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Provincialeweg Noord,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bergeijksedijk,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liskes,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burgemeester Aartslaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woeste Polder,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platteelstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Knardijk,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Brandaris,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zuidwalstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Waterstadboulevard,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vuurtorenweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Visserijstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immenbergweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Wittekruisweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Achterste Kerkweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Repelweg,departure,WALK,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Borkelsedijk,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looerheideweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bridleway,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Broodbaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vijf Eiken,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Burgemeester Bechtweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baan achter de Plakken,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loonse Spinderspad,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medemblikpad,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rheastraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Provincialeweg Zuid,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midgraaf,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schenkeldijk,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vossenweide,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Variksestraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maaij,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schroeweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Klein Vlaanderen,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Volderijlaagte,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stadhuisstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pastoor Bertrandstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Slimstraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Moleneind,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bukestraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Van Heemstraweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Parkenstraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Liesterstraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Paalgravenlaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kievitweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijsvensestraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bronsweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noorderbaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berghemseweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorpenweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zevenbergseweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grotestraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luensestraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meerenakkerweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mooksebaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kleinwijk,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harenseweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burgemeester van Erpstraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Docfalaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeepkanneke,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vergaertweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapella,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerardusplein,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berkelseweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durendaelweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kloosterstraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pastoor van Tilborgstraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerardusstraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houtsestraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nielt,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oude Dommelarm,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuil,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Slotjesweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kromstraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
De Plank,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vierde Haren,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bruistensingel,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dokter Hillenlaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Renheide,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jansborg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Margrietlaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Roffart,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zoom,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lichtenberg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kasteellaan,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Heerewaardense Afsluitdijk,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eexterweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bruuk,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heggerank,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rijlaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herwendaalseweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dukenburg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LF Maasroute - 05 - Boxmeer - Maasbommel,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lindenlaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariagaarde,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biesseltsebaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavendel,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MaasWaalpad,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bredeweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bostulp,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heumensebaan,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meerbos,departure,WALK,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Achtseweg Noord,departure,WALK,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Singelgrachtweg,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koestraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houwsestraat,return,BICYCLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eerste Morgendreef,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Somerenseweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Keelvenweg,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Schoordijk,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Euvelwegen,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Oostrikkerstraat,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Oostrikkerdijk,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Besselhoeve,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sportpark Brandevoort,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zandershoeve,return,BICYCLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Waalbandijk,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hertgang,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nijlandlaan,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
De Steenzager,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
De Dom,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
De Klokkenmaker,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Grote Huissenspolderweg,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Val,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Oostzeeweg,departure,CAR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wolvendijk,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Loostraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Burdaarderstrjitwei,departure,WALK,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vluchtheuvelstraat,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Molendijk,return,BICYCLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meergras,departure,WALK,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Meerring,departure,WALK,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Meerplein,departure,WALK,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zandhagedis,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Meresberg,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Berg,departure,WALK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kremerspad,departure,WALK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Achter de Heggen,departure,WALK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Weiersedreef,departure,WALK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Oude Landen,departure,WALK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vaarleseweg,departure,WALK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ploegstraat,departure,WALK,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
de Donge,departure,WALK,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cees Sleegerspad,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kapteijnlaan,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ambachtslaan,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nijverheidslaan,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sondervick,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
De Sitterlaan,departure,WALK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Esperheide,departure,WALK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
De Koppele,departure,WALK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Buitendreef,departure,WALK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Laagte,departure,WALK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
De Stoutheuvel,departure,WALK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Amstelstraat,departure,WALK,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vechtpad,departure,WALK,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cor Gehrelslaan,departure,WALK,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lekstraat,departure,WALK,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Terneuzensestraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Heibeekstraat,departure,CAR,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
