attendee_id,direction,routes_used
A11188,departure,"['Borculo - Almelo 95', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zutphen <-> Oldenzaal ST31200 Stoptrein RS24', 'Zwolle <-> Roosendaal IC3600 Intercity']"
A11214,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A11214,return,['Best Station - Eindhoven Station 9']
A11220,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Veendam - Gieten - Assen 310', 'Zwolle <-> Groningen SPR6100 Sprinter']"
A11246,departure,"['Enkhuizen <-> Heerlen IC3900 Intercity', 'Roermond via Posterholt - Roermond. 63', 'Son - Ekkersrijt - Eindhoven Station 406']"
A11249,departure,"['Arnhem Centraal <-> Dordrecht SPR6600 Sprinter', 'Barneveld - Arnhem CS 105', 'Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity']"
A11270,departure,"['Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A11317,departure,['Best Station - Eindhoven Station 9']
A11329,departure,['Best Station - Eindhoven Station 9']
A11351,departure,"['Bad Nieuweschans <-> Groningen ST37500 Stoptrein RS6', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A11352,departure,"['Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Twello - Apeldoorn 15', 'Twello - Apeldoorn 506']"
A11358,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A11423,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A11503,departure,"['Dedemsvaart - Zwolle 301', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A11508,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Heerlen IC3900 Intercity', 'Roermond via Herkenbosch - Roermond. 62']"
A11536,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Hoogeveen - Emmen 27', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Groningen SPR6100 Sprinter']"
A11536,return,"['Best Station - Eindhoven Station 9', 'Hoogeveen - Emmen 27', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal Intercity', 'Schiphol Airport <-> Leeuwarden IC800 Intercity', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Zwolle <-> Groningen SPR6100 Sprinter']"
A11547,departure,['Best Station - Eindhoven Station 9']
A11547,return,['Best Station - Eindhoven Station 9']
A11592,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A11592,return,['Best Station - Eindhoven Station 9']
A11696,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Nijmegen <-> Roermond ST32200 Stoptrein RS11', 'Venlo via Reuver - Roermond 66']"
A11753,departure,"['Enkhuizen <-> Maastricht IC2900 Intercity', 'Maastricht via Epen - Gulpen 57', 'Son - Ekkersrijt - Eindhoven Station 406']"
A11785,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Nunspeet - Harderwijk 111', 'Son - Ekkersrijt - Eindhoven Station 406', 'Utrecht Centraal <-> Zwolle SPR5600 Sprinter']"
A11800,departure,['Best Station - Eindhoven Station 9']
A11838,departure,['Best Station - Eindhoven Station 9']
A11860,departure,"['Den Helder <-> Nijmegen IC3000 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Schagen Station - Callantsoog Stuyvezandeweg 152', 'Son - Ekkersrijt - Eindhoven Station 406']"
A11868,departure,"['Daarlerveen/Den Ham - Nijverdal 594', 'Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Enschede SPR7900 Sprinter RS23']"
A11869,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A11969,departure,"['Best Station - Eindhoven Station 9', 'Breda <-> Amersfoort Schothorst ICD1800 Intercity direct', 'Den Haag Centraal <-> Lelystad Centrum SPR4300 Sprinter', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Vlissingen <-> Amsterdam Centraal IC2200 Intercity', 'Zwolle <-> Roosendaal IC3600 Intercity']"
A11969,return,"['Best Station - Eindhoven Station 9', 'Den Haag Centraal <-> Lelystad Centrum SPR4300 Sprinter', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal Intercity', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter']"
A12028,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Roermond <-> Maastricht Randwyck ST32400 Stoptrein RS12', 'Sittard via Susteren - Maaseik 35']"
A12047,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A12077,departure,['Best Station - Eindhoven Station 9']
A12077,return,['Best Station - Eindhoven Station 9']
A12151,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Minnertsga - St-Annaparochie - Leeuwarden 70', 'Son - Ekkersrijt - Eindhoven Station 406']"
A12199,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A12224,departure,['Best Station - Eindhoven Station 9']
A12240,departure,['Best Station - Eindhoven Station 9']
A12249,departure,['Best Station - Eindhoven Station 9']
A12285,departure,"['Best Station - Eindhoven Station 9', 'Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Ommen - Almelo 81']"
A12301,departure,['Best Station - Eindhoven Station 9']
A12356,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmen - Assen 21', 'Son - Ekkersrijt - Eindhoven Station 406']"
A12357,departure,"['Enkhuizen <-> Maastricht IC2900 Intercity', 'Roermond <-> Maastricht Randwyck ST32400 Stoptrein RS12', 'Son - Ekkersrijt - Eindhoven Station 406']"
A12390,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Emmen S3800 Sneltrein RE20']"
A12521,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Nijmegen - Venlo 83', 'Son - Ekkersrijt - Eindhoven Station 406']"
A12553,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity']"
A12570,departure,['Best Station - Eindhoven Station 9']
A12570,return,['Best Station - Eindhoven Station 9']
A12595,departure,['Best Station - Eindhoven Station 9']
A12598,departure,"['Den Haag Centraal <-> Enschede IC1700 Intercity', 'Eindhoven Achtse Barrier - Station 405', 'Enkhuizen <-> Maastricht IC2900 Intercity', ""Enschede Stroinkslanden - 't Zwering 4""]"
A12609,departure,"['Amersfoort - Apeldoorn 102', 'Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A12664,departure,['Best Station - Eindhoven Station 9']
A12751,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Groningen <-> Leeuwarden ST37400 Stoptrein RS1', 'Son - Ekkersrijt - Eindhoven Station 406', 'Twijzel - Buitenpost Station 6021']"
A12805,departure,['Best Station - Eindhoven Station 9']
A12839,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Utrecht Centraal <-> Zwolle SPR5600 Sprinter']"
A12947,departure,['Best Station - Eindhoven Station 9']
A12947,return,['Best Station - Eindhoven Station 9']
A12974,departure,"['Assen - Dieverbrug - Steenwijk 20', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A13001,departure,['Best Station - Eindhoven Station 9']
A13027,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A13087,departure,"['Amsterdam Noord via Volendam - Edam 316', 'Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Ilpendam via Monnickendam - Broek in Waterland 419']"
A13087,return,"['Amsterdam Centraal - Marken N11', 'Best Station - Eindhoven Station 9', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal Intercity']"
A13094,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A13094,return,['Best Station - Eindhoven Station 9']
A13098,departure,['Best Station - Eindhoven Station 9']
A13120,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmen - Klazienaveen - Zwartemeer 93', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Emmen ST8000 Stoptrein RS20']"
A13143,return,"['Best Station - Eindhoven Station 9', 'Den Haag Centraal <-> Dordrecht SPR5100 Sprinter', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter']"
A13180,departure,"['Arnhem Centraal <-> Dordrecht SPR6600 Sprinter', 'Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A13180,return,"['Best Station - Eindhoven Station 9', 'Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Hoge Vucht via CS - Haagse Beemden 2']"
A13298,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Holwert Veerdam - Leeuwarden 66', 'Schiphol Airport <-> Leeuwarden IC800 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A13298,return,"[""'s-Hertogenbosch <-> Deurne SPR4400 Sprinter"", 'Best Station - Eindhoven Station 9', 'Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Holwert Veerdam - Leeuwarden 66', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Utrecht Centraal <-> Zwolle SPR5600 Sprinter']"
A13355,departure,['Best Station - Eindhoven Station 9']
A13355,return,['Best Station - Eindhoven Station 9']
A13444,departure,"['Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Hulst - Goes 20', 'Son - Ekkersrijt - Eindhoven Station 406', 'Terneuzen - Zelzate 6', 'Vlissingen <-> Amsterdam Centraal IC2200 Intercity']"
A13501,departure,"['Arnhem Centraal <-> Dordrecht SPR6600 Sprinter', 'Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Staart/Papendrecht - Dordrecht CS - Centrum 14']"
A13522,departure,"['Breukelen <-> Rhenen SPR7300 Sprinter', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A13522,return,"[""'s-Hertogenbosch <-> Deurne SPR4400 Sprinter"", 'Best Station - Eindhoven Station 9', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Utrecht - Wageningen N8']"
A13566,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Katwijk-Centrum - Zoetermeer 401', 'Son - Ekkersrijt - Eindhoven Station 406']"
A13573,departure,"[""Buurtbus Heiloo 't Loo - Egmond aan Zee Busstation 408"", 'Den Helder <-> Nijmegen IC3000 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A13593,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A13595,departure,"['Bad Nieuweschans <-> Groningen ST37500 Stoptrein RS6', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmen - Ter Apel - Winschoten 72', 'Son - Ekkersrijt - Eindhoven Station 406', 'Stadskanaal - Winschoten 14']"
A13623,departure,"['Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'FlexRRReis Rijssen Holten 500', 'Nieuw-Heeten - Deventer 590', 'Son - Ekkersrijt - Eindhoven Station 406']"
A13634,departure,['Best Station - Eindhoven Station 9']
A13731,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Emmen S3800 Sneltrein RE20']"
A13767,departure,"['Borculo - Doetinchem 23', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zelhem via Dinxperlo - Aalten 194', 'Zutphen <-> Winterswijk ST30800 Stoptrein RS31', 'Zwolle <-> Roosendaal IC3600 Intercity']"
A13791,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A13869,departure,"['Assen - Dieverbrug - Steenwijk 20', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A13913,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A13956,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Stadskanaal - Emmen 74', 'Zwolle <-> Emmen ST8000 Stoptrein RS20']"
A13998,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmeloord - Zwolle 71', 'Son - Ekkersrijt - Eindhoven Station 406']"
A14064,departure,['Best Station - Eindhoven Station 9']
A14066,departure,"['Assen - Groningen 50', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A14079,departure,"['Arnhem Centraal <-> Winterswijk ST30900 Stoptrein RS32', 'Den Helder <-> Nijmegen IC3000 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zelhem via Dinxperlo - Aalten 194']"
A14092,departure,['Best Station - Eindhoven Station 9']
A14106,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A14126,departure,['Best Station - Eindhoven Station 9']
A14183,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A14183,return,['Best Station - Eindhoven Station 9']
A14216,departure,['Best Station - Eindhoven Station 9']
A14257,departure,['Best Station - Eindhoven Station 9']
A14262,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Garderen - Horst 501', 'Son - Ekkersrijt - Eindhoven Station 406', 'Utrecht Centraal <-> Zwolle SPR5600 Sprinter']"
A14267,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A14268,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Roermond <-> Maastricht Randwyck ST32400 Stoptrein RS12', 'Sittard via Susteren - Maaseik 35']"
A14321,return,"['Best Station - Eindhoven Station 9', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal Intercity', 'Noordwijk - Sassenheim - Lisse - Schiphol 361']"
A14375,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Uitgeest <-> Rotterdam Centraal SPR4000 Sprinter']"
A14375,return,"['Best Station - Eindhoven Station 9', 'Den Helder <-> Nijmegen IC3000 Intercity', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal Intercity']"
A14446,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmeloord - Zwolle 71', 'Son - Ekkersrijt - Eindhoven Station 406']"
A14465,departure,['Best Station - Eindhoven Station 9']
A14465,return,['Eindhoven Achtse Barrier - Station 405']
A14476,departure,"['Enkhuizen <-> Maastricht IC2900 Intercity', 'Leiden Centraal <-> Utrecht Centraal SPR5700 Sprinter', 'Son - Ekkersrijt - Eindhoven Station 406']"
A14476,return,"[""'s-Hertogenbosch <-> Deurne SPR4400 Sprinter"", 'Amsterdam Centraal <-> Amersfoort Vathorst SPR5800 Sprinter', 'Best Station - Eindhoven Station 9', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity']"
A14503,departure,"['Borculo - Almelo 95', 'Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A14517,departure,"['Amsterdam Zuidoost - Purmerend Centrum 370', 'Den Haag Centraal <-> Nijmegen IC3100 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A14537,return,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal Intercity']"
A14549,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Wageningen Busstation - Arnhem CS 352', 'Zwolle <-> Roosendaal IC3600 Intercity']"
A14552,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A14606,departure,"['Best Station - Eindhoven Station 9', 'Breda <-> Amersfoort Schothorst ICD1800 Intercity direct', 'Middelburg - Oude Tonge 133', 'Ouddorp - Rotterdam Zuidplein 436', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Zwolle <-> Roosendaal IC3600 Intercity', 'lijn E']"
A14614,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A14634,departure,"['Amsterdam Centraal <-> Hoorn SPR4800 Sprinter', 'Best Station - Eindhoven Station 9', 'Buurtbus Obdam - Heerhugowaard 409', 'Enkhuizen <-> Maastricht IC2900 Intercity']"
A14637,departure,"[""Buurtbus Heiloo 't Loo - Egmond aan Zee Busstation 408"", 'Den Helder <-> Nijmegen IC3000 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A14640,departure,['Best Station - Eindhoven Station 9']
A14647,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'IJmuiden aan Zee - Amsterdam Sloterdijk 382']"
A14665,departure,['Best Station - Eindhoven Station 9']
A14709,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zweeloo - Assen 22', 'Zwolle <-> Groningen SPR6100 Sprinter']"
A14785,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A14785,return,['Best Station - Eindhoven Station 9']
A14789,departure,"['Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Rozenburg - Spijkenisse 115', 'Son - Ekkersrijt - Eindhoven Station 406', 'lijn D']"
A14817,departure,['Best Station - Eindhoven Station 9']
A14834,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Sittard via NedCar/Holtum en Born - Sittard. 17']"
A14868,departure,['Best Station - Eindhoven Station 9']
A14917,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A14917,return,['Best Station - Eindhoven Station 9']
A15084,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Garderen - Horst 501', 'Son - Ekkersrijt - Eindhoven Station 406', 'Utrecht Centraal <-> Zwolle SPR5600 Sprinter']"
A15195,departure,"['Eindhoven Achtse Barrier - Station 405', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Leiden Centraal <-> Tiel SPR6700 Sprinter', 'Noorden - Breukelen 524']"
A15244,departure,"['Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Groningen <-> Leeuwarden ST37400 Stoptrein RS1', 'Son - Ekkersrijt - Eindhoven Station 406', 'Surhuisterveen - Groningen 39']"
A15255,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A15255,return,['Best Station - Eindhoven Station 9']
A15278,departure,"['Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Emmeloord - Heerenveen - Groningen 315', 'Son - Ekkersrijt - Eindhoven Station 406']"
A15282,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Dronten - Harderwijk 147', 'Son - Ekkersrijt - Eindhoven Station 406', 'Utrecht Centraal <-> Zwolle SPR5600 Sprinter']"
A15288,departure,['Best Station - Eindhoven Station 9']
A15303,departure,"[""Den Haag Centraal <-> 's-Hertogenbosch SPR6000 Sprinter"", 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A15305,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Utrecht Centraal <-> Zwolle SPR5600 Sprinter']"
A15309,departure,"['Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Renesse - Spijkenisse Metro Centrum 104', 'Son - Ekkersrijt - Eindhoven Station 406', 'lijn D']"
A15404,departure,['Best Station - Eindhoven Station 9']
A15445,departure,"['Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zuidland - Spijkenisse 116', 'lijn D']"
A15446,departure,['Best Station - Eindhoven Station 9']
A15446,return,['Best Station - Eindhoven Station 9']
A15513,departure,"['Best Station - Eindhoven Station 9', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Haarlem Station - Zandvoort Station 84', 'Vlissingen <-> Amsterdam Centraal IC2200 Intercity']"
A15572,departure,['Best Station - Eindhoven Station 9']
A15572,return,['Best Station - Eindhoven Station 9']
A15708,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A15725,departure,"['Assen - Dieverbrug - Steenwijk 20', 'Den Haag Centraal <-> Groningen IC500 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A15754,departure,"[""Den Haag Centraal <-> 's-Hertogenbosch SPR6000 Sprinter"", 'Dordrecht <-> Venlo IC3500 Intercity', 'Leiden Centraal <-> Tiel SPR6700 Sprinter', 'Son - Ekkersrijt - Eindhoven Station 406', 'Tiel <-> Arnhem Centraal ST31100 Stoptrein RS33']"
A15814,departure,"['Best Station - Eindhoven Station 9', 'Breda <-> Amersfoort Schothorst ICD1800 Intercity direct', 'Rockanje via Hellevoetsluis - Spijkenisse 404', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Zwolle <-> Roosendaal IC3600 Intercity', 'lijn D']"
A15825,departure,['Best Station - Eindhoven Station 9']
A15839,departure,"['Cityline Assen 8', 'Den Haag Centraal <-> Leeuwarden IC600 Intercity', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Groningen SPR6100 Sprinter']"
A15849,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Utrecht Centraal <-> Zwolle SPR5600 Sprinter']"
A15852,departure,"['Arnhem Geitenkamp - Rijkerswoerd 7', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Zwolle <-> Roosendaal IC3600 Intercity']"
A15854,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A15868,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A15907,departure,"['Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Twello - Apeldoorn 15']"
A15916,departure,"['Den Helder <-> Nijmegen IC3000 Intercity', 'Den Helder Station - Schagen Station 30', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A15916,return,"['Best Station - Eindhoven Station 9', 'Den Helder <-> Nijmegen IC3000 Intercity', 'Den Helder Station - Schagen Station 30', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity', 'Nachtnettrein Utrecht Centraal <-> Rotterdam Centraal Intercity']"
A15927,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Wijk bij Duurstede - Utrecht CS 41']"
A15927,return,"[""'s-Hertogenbosch <-> Deurne SPR4400 Sprinter"", 'Best Station - Eindhoven Station 9', 'Nachtlijn Utrecht - Bunnik - Wijk bij Duurstede 441', 'Nachtnettrein Utrecht Centraal <-> Eindhoven Centraal Intercity']"
A15940,departure,['Best Station - Eindhoven Station 9']
A15959,departure,"['Amsterdam Noord via Edam - Hoorn 314', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A16015,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A16041,departure,"['Den Haag Centraal <-> Enschede IC1700 Intercity', 'Enkhuizen <-> Maastricht IC2900 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Station - Zuidbroek 2']"
A16050,departure,['Best Station - Eindhoven Station 9']
A16085,departure,['Best Station - Eindhoven Station 9']
A16085,return,['Best Station - Eindhoven Station 9']
A16102,departure,"['Best Station - Eindhoven Station 9', 'Princenhage via CS - Haagse Beemden 4', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Zwolle <-> Roosendaal IC3600 Intercity']"
A16117,departure,['Best Station - Eindhoven Station 9']
A16128,departure,"['Best Station - Eindhoven Station 9', 'Breda <-> Amersfoort Schothorst ICD1800 Intercity direct', 'Tilburg Universiteit <-> Weert SPR6400 Sprinter', 'Vlissingen <-> Amsterdam Centraal IC2200 Intercity', 'Zwolle <-> Roosendaal IC3600 Intercity', 'lijn B']"
A16257,departure,"['Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406', 'Wijchen <-> Zutphen SPR7600 Sprinter', 'Zwolle <-> Roosendaal IC3600 Intercity']"
A16353,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A16358,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A16499,departure,['Best Station - Eindhoven Station 9']
A16525,departure,"['Breukelen <-> Rhenen SPR7300 Sprinter', 'Buurtbus Wekerom - Overberg 505', 'Dordrecht <-> Venlo IC3500 Intercity', 'Son - Ekkersrijt - Eindhoven Station 406']"
A16560,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A16560,return,['Best Station - Eindhoven Station 9']
A16580,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A16586,departure,['Son - Ekkersrijt - Eindhoven Station 406']
A16586,return,['Best Station - Eindhoven Station 9']
A16661,departure,['Best Station - Eindhoven Station 9']
A16661,return,['Best Station - Eindhoven Station 9']
A16742,departure,"['Den Haag Centraal <-> Eindhoven Centraal IC1100 Intercity', 'Noordwijk - Katwijk - Den Haag 385', 'Son - Ekkersrijt - Eindhoven Station 406']"
